timestamp,service_id,current_pod_count,request_rate_rps,latency_p95_ms,latency_p99_ms,error_rate_percent,queue_length,pod_cpu_usage_percent_avg,pod_cpu_usage_percent_p95,pod_memory_usage_mb_avg,pod_memory_usage_mb_p95,hour_sin,hour_cos,day_sin,day_cos,mesh_inbound_rps,mesh_inbound_latency_p95,mesh_inbound_error_rate,degree_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality
2025-11-03 19:08:00,Order,5,147.44,58.72,77.03,0.0415,0.0,27.37,31.64,560.4,599.4,-0.9659,0.2588,0.0,1.0,145.5,56.63,0.043,0.8236,0.843,0.6708,0.7
2025-11-03 19:09:00,Order,5,152.55,57.11,78.45,0.0417,0.0,23.98,29.14,566.6,597.4,-0.9659,0.2588,0.0,1.0,150.33,55.51,0.038,0.7983,0.878,0.639,0.7112
2025-11-03 19:10:00,Order,5,146.22,56.29,71.29,0.0412,0.0,26.43,31.76,546.0,604.5,-0.9659,0.2588,0.0,1.0,146.94,54.02,0.0441,0.7995,0.8756,0.656,0.722
2025-11-03 19:11:00,Order,5,130.27,53.84,74.32,0.0404,0.0,21.0,26.0,551.8,600.9,-0.9659,0.2588,0.0,1.0,128.46,49.68,0.0388,0.7771,0.8932,0.6622,0.7487
2025-11-03 19:12:00,Order,5,113.89,51.06,70.87,0.0395,0.0,21.95,24.38,527.8,554.3,-0.9659,0.2588,0.0,1.0,110.72,49.24,0.0365,0.7567,0.8857,0.6365,0.7141
2025-11-03 19:13:00,Order,5,106.6,50.84,68.45,0.0391,0.0,22.12,26.94,557.1,604.2,-0.9659,0.2588,0.0,1.0,107.3,48.31,0.0365,0.7952,0.8779,0.6342,0.7358
2025-11-03 19:14:00,Order,5,111.24,52.18,63.35,0.0393,0.0,22.57,27.26,568.3,614.9,-0.9659,0.2588,0.0,1.0,109.29,50.27,0.0372,0.8117,0.8775,0.6063,0.7497
2025-11-03 19:15:00,Order,5,123.24,54.12,70.68,0.0399,0.0,23.39,28.1,566.4,614.7,-0.9659,0.2588,0.0,1.0,126.55,50.97,0.0402,0.7222,0.8867,0.6503,0.6941
2025-11-03 19:16:00,Order,5,135.24,56.18,70.27,0.0406,0.0,24.48,30.35,566.5,607.7,-0.9659,0.2588,0.0,1.0,131.62,52.52,0.0445,0.7849,0.8732,0.6801,0.7334
2025-11-03 19:17:00,Order,5,142.63,56.28,68.69,0.0412,0.0,26.19,29.59,536.2,585.1,-0.9659,0.2588,0.0,1.0,145.77,53.78,0.0377,0.8483,0.8679,0.6316,0.7082
2025-11-03 19:18:00,Order,5,146.27,55.35,70.19,0.0417,0.0,27.22,30.78,569.5,616.0,-0.9659,0.2588,0.0,1.0,144.44,52.38,0.041,0.8129,0.8634,0.6012,0.7062
2025-11-03 19:19:00,Order,5,150.46,54.55,68.52,0.042,0.0,25.59,28.16,587.5,649.5,-0.9659,0.2588,0.0,1.0,151.2,50.49,0.0429,0.8069,0.8922,0.6277,0.6937
2025-11-03 19:20:00,Order,5,155.4,55.37,69.74,0.0422,0.0,30.33,36.01,513.6,559.1,-0.9659,0.2588,0.0,1.0,154.02,53.96,0.0382,0.8292,0.9122,0.6325,0.7268
2025-11-03 19:21:00,Order,5,154.86,56.77,71.56,0.0421,0.0,26.25,31.15,586.5,631.6,-0.9659,0.2588,0.0,1.0,154.44,53.86,0.0386,0.7963,0.8878,0.6272,0.6905
2025-11-03 19:22:00,Order,5,146.81,56.79,77.41,0.0417,0.0,24.63,30.36,540.0,604.7,-0.9659,0.2588,0.0,1.0,146.79,54.91,0.0414,0.817,0.8751,0.6777,0.7375
2025-11-03 19:23:00,Order,5,137.48,56.76,71.05,0.0413,0.0,25.66,30.71,546.9,601.2,-0.9659,0.2588,0.0,1.0,141.19,53.25,0.0444,0.8085,0.9102,0.6345,0.735
2025-11-03 19:24:00,Order,5,133.57,56.37,72.69,0.0411,0.0,24.61,28.56,509.7,563.0,-0.9659,0.2588,0.0,1.0,132.01,52.69,0.0444,0.7769,0.8746,0.6634,0.7494
2025-11-03 19:25:00,Order,5,138.35,57.17,71.33,0.0414,0.0,22.22,25.16,586.3,623.4,-0.9659,0.2588,0.0,1.0,136.46,54.0,0.0405,0.7961,0.8656,0.6935,0.7149
2025-11-03 19:26:00,Order,5,149.28,59.69,80.48,0.0419,0.0,26.71,33.14,569.8,613.6,-0.9659,0.2588,0.0,1.0,148.25,58.33,0.044,0.78,0.8896,0.6534,0.7686
2025-11-03 19:27:00,Order,5,158.28,61.39,78.08,0.0425,0.0,30.34,36.25,511.8,544.5,-0.9659,0.2588,0.0,1.0,157.45,58.82,0.0401,0.8063,0.8988,0.6509,0.7093
2025-11-03 19:28:00,Order,5,163.1,63.4,87.52,0.0432,0.0,24.88,28.03,561.0,619.3,-0.9659,0.2588,0.0,1.0,166.3,59.04,0.0472,0.806,0.8682,0.6763,0.7337
2025-11-03 19:29:00,Order,5,171.74,67.04,85.57,0.044,0.0,30.03,34.45,610.4,677.2,-0.9659,0.2588,0.0,1.0,175.44,63.31,0.0438,0.7407,0.8467,0.6631,0.7518
2025-11-03 19:30:00,Order,5,187.75,72.05,88.39,0.0448,0.0,33.29,36.9,616.3,686.6,-0.9659,0.2588,0.0,1.0,183.16,66.51,0.0442,0.7786,0.8725,0.6328,0.7105
2025-11-03 19:31:00,Order,5,200.29,75.79,94.6,0.0453,0.0,34.52,42.94,586.8,637.8,-0.9659,0.2588,0.0,1.0,195.12,71.26,0.0417,0.7583,0.8945,0.6704,0.6959
2025-11-03 19:32:00,Order,5,196.96,74.65,96.41,0.0452,0.0,26.75,32.82,566.6,625.9,-0.9659,0.2588,0.0,1.0,193.89,69.23,0.0443,0.7903,0.8764,0.6588,0.7292
2025-11-03 19:33:00,Order,5,180.96,68.57,89.38,0.0445,0.0,28.5,35.1,537.5,585.9,-0.9659,0.2588,0.0,1.0,178.04,67.13,0.0487,0.8129,0.8783,0.673,0.7318
2025-11-03 19:34:00,Order,5,167.61,65.01,89.27,0.0438,0.0,26.14,31.78,499.6,555.3,-0.9659,0.2588,0.0,1.0,170.23,62.61,0.0422,0.7663,0.8729,0.6572,0.6991
2025-11-03 19:35:00,Order,5,165.04,65.58,84.09,0.0434,0.0,27.69,31.61,598.6,635.3,-0.9659,0.2588,0.0,1.0,161.58,60.51,0.0412,0.7987,0.8982,0.6331,0.7239
2025-11-03 19:36:00,Order,5,167.25,66.48,83.39,0.0433,0.0,28.83,33.61,585.7,628.9,-0.9659,0.2588,0.0,1.0,166.53,64.47,0.0417,0.793,0.8977,0.6182,0.6956
2025-11-03 19:37:00,Order,5,166.89,66.32,87.58,0.0432,0.0,28.32,35.24,560.5,594.7,-0.9659,0.2588,0.0,1.0,167.16,61.97,0.0403,0.7863,0.8657,0.6421,0.6769
2025-11-03 19:38:00,Order,5,162.93,64.09,89.14,0.0429,0.0,29.72,32.88,536.7,593.7,-0.9659,0.2588,0.0,1.0,159.74,61.3,0.047,0.7971,0.8869,0.6657,0.7261
2025-11-03 19:39:00,Order,5,155.52,61.17,73.85,0.0423,0.0,35.24,41.37,576.6,620.7,-0.9659,0.2588,0.0,1.0,159.89,57.2,0.0456,0.7689,0.8833,0.6348,0.7339
2025-11-03 19:40:00,Order,5,145.39,57.44,73.49,0.0417,0.0,39.93,44.44,556.8,610.4,-0.9659,0.2588,0.0,1.0,142.31,55.66,0.0416,0.8032,0.8746,0.6409,0.713
2025-11-03 19:41:00,Order,5,137.13,55.41,74.57,0.0412,0.0,27.12,32.37,557.1,616.6,-0.9659,0.2588,0.0,1.0,135.09,53.59,0.0382,0.8111,0.8984,0.6598,0.7073
2025-11-03 19:42:00,Order,5,134.31,56.75,72.55,0.0409,0.0,24.95,28.05,535.7,563.8,-0.9659,0.2588,0.0,1.0,136.5,53.69,0.0423,0.7841,0.9139,0.6302,0.7044
2025-11-03 19:43:00,Order,5,134.15,58.5,71.84,0.0408,0.0,25.7,31.83,568.2,606.9,-0.9659,0.2588,0.0,1.0,132.4,55.0,0.0414,0.7578,0.8718,0.6201,0.7057
2025-11-03 19:44:00,Order,5,133.38,59.68,81.47,0.0407,0.0,25.62,31.42,614.0,682.1,-0.9659,0.2588,0.0,1.0,133.85,56.25,0.0395,0.7699,0.8713,0.6782,0.7072
2025-11-03 19:45:00,Order,5,133.86,70.01,96.37,0.0408,0.0,20.19,22.65,521.6,550.6,-0.9659,0.2588,0.0,1.0,133.48,68.49,0.0396,0.8012,0.874,0.6687,0.6907
2025-11-03 19:46:00,Order,5,136.43,82.08,112.9,0.0409,0.0,23.45,26.2,544.5,599.7,-0.9659,0.2588,0.0,1.0,138.93,79.23,0.0443,0.781,0.8792,0.6582,0.721
2025-11-03 19:47:00,Order,5,137.74,75.68,100.72,0.0409,0.0,28.07,34.17,547.0,592.7,-0.9659,0.2588,0.0,1.0,141.58,70.43,0.0402,0.818,0.8486,0.6528,0.7236
2025-11-03 19:48:00,Order,5,136.2,65.91,85.28,0.0408,0.0,26.5,30.06,583.4,637.2,-0.9659,0.2588,0.0,1.0,138.56,62.66,0.0372,0.798,0.8754,0.6431,0.7448
2025-11-03 19:49:00,Order,5,133.66,66.1,87.47,0.0407,0.0,28.34,31.31,566.4,605.2,-0.9659,0.2588,0.0,1.0,135.48,61.24,0.0436,0.7738,0.8712,0.6553,0.7034
2025-11-03 19:50:00,Order,5,131.34,70.3,86.34,0.0405,0.0,27.45,31.93,570.5,615.6,-0.9659,0.2588,0.0,1.0,129.38,68.13,0.042,0.8108,0.8877,0.6503,0.7631
2025-11-03 19:51:00,Order,5,129.55,66.06,89.28,0.0404,0.0,23.85,27.02,600.2,661.4,-0.9659,0.2588,0.0,1.0,130.76,63.46,0.0424,0.8061,0.8901,0.6349,0.7151
2025-11-03 19:52:00,Order,5,128.7,59.19,81.89,0.0403,0.0,25.09,29.01,558.3,589.3,-0.9659,0.2588,0.0,1.0,131.25,56.11,0.0389,0.7845,0.8898,0.6317,0.7397
2025-11-03 19:53:00,Order,5,128.4,56.8,69.72,0.0403,0.0,25.46,28.99,525.9,577.4,-0.9659,0.2588,0.0,1.0,130.51,54.26,0.0385,0.7756,0.8857,0.695,0.7027
2025-11-03 19:54:00,Order,5,128.34,56.14,76.07,0.0403,0.0,24.79,29.87,536.1,592.4,-0.9659,0.2588,0.0,1.0,126.33,51.95,0.0369,0.8024,0.8649,0.6473,0.7125
2025-11-03 19:55:00,Order,5,128.06,55.13,70.04,0.0402,0.0,23.21,25.71,551.2,587.8,-0.9659,0.2588,0.0,1.0,131.32,53.89,0.0399,0.7937,0.8978,0.6688,0.7034
2025-11-03 19:56:00,Order,5,126.55,53.77,73.64,0.0402,0.0,24.3,29.51,528.6,558.9,-0.9659,0.2588,0.0,1.0,127.24,50.06,0.0429,0.7824,0.8673,0.6374,0.7213
2025-11-03 19:57:00,Order,5,125.75,53.94,69.02,0.0402,0.0,24.56,29.99,620.0,689.3,-0.9659,0.2588,0.0,1.0,123.81,51.06,0.0413,0.801,0.87,0.5954,0.7423
2025-11-03 19:58:00,Order,5,128.22,53.64,65.97,0.0402,0.0,27.65,31.85,562.8,622.7,-0.9659,0.2588,0.0,1.0,127.28,51.66,0.043,0.7993,0.8642,0.6392,0.7092
2025-11-03 19:59:00,Order,5,129.92,51.08,67.6,0.0401,0.0,25.62,30.51,524.5,569.4,-0.9659,0.2588,0.0,1.0,127.82,49.1,0.0418,0.8128,0.9084,0.6405,0.7222
2025-11-03 20:00:00,Order,5,124.28,48.95,61.06,0.0396,0.0,22.98,27.91,520.2,561.9,-0.866,0.5,0.0,1.0,127.33,45.98,0.043,0.7892,0.8649,0.6199,0.751
2025-11-03 20:01:00,Order,5,111.96,50.63,65.87,0.0389,0.0,20.05,23.72,564.6,609.8,-0.866,0.5,0.0,1.0,114.57,49.12,0.0376,0.8114,0.9011,0.6954,0.7169
2025-11-03 20:02:00,Order,5,99.8,60.41,73.61,0.0382,0.0,20.61,23.59,530.2,587.4,-0.866,0.5,0.0,1.0,100.5,57.73,0.0398,0.7942,0.8845,0.6584,0.6832
2025-11-03 20:03:00,Order,5,92.77,69.0,90.5,0.0376,0.0,23.81,29.27,520.0,567.7,-0.866,0.5,0.0,1.0,93.13,64.61,0.0413,0.7953,0.8903,0.6843,0.7213
2025-11-03 20:04:00,Order,5,89.85,61.46,78.73,0.0373,0.0,18.01,20.01,536.6,567.2,-0.866,0.5,0.0,1.0,91.65,56.75,0.0396,0.7953,0.8725,0.6537,0.7596
2025-11-03 20:05:00,Order,5,87.53,53.74,74.35,0.0371,0.0,22.57,25.27,542.3,596.4,-0.866,0.5,0.0,1.0,88.92,49.79,0.0341,0.7775,0.8841,0.6533,0.7255
2025-11-03 20:06:00,Order,3,85.8,55.83,75.03,0.0369,0.0,19.18,21.62,526.6,572.4,-0.866,0.5,0.0,1.0,84.93,52.03,0.0359,0.7815,0.8695,0.648,0.6826
2025-11-03 20:07:00,Order,3,86.08,58.08,71.18,0.0369,0.0,27.62,33.38,562.8,602.2,-0.866,0.5,0.0,1.0,86.93,55.67,0.0354,0.8083,0.8757,0.6337,0.7121
2025-11-03 20:08:00,Order,3,86.92,58.25,74.3,0.0369,0.0,25.97,30.16,546.1,593.6,-0.866,0.5,0.0,1.0,84.73,56.86,0.0365,0.8261,0.8983,0.6923,0.7
2025-11-03 20:09:00,Order,3,86.4,59.32,79.22,0.0369,0.0,28.22,32.37,562.8,594.1,-0.866,0.5,0.0,1.0,87.97,57.18,0.0362,0.7861,0.8541,0.6626,0.7277
2025-11-03 20:10:00,Order,3,85.04,60.66,84.81,0.0368,0.0,26.82,33.51,557.4,598.9,-0.866,0.5,0.0,1.0,83.23,56.32,0.0349,0.8172,0.8872,0.685,0.7234
2025-11-03 20:11:00,Order,3,84.68,61.41,84.79,0.0368,0.0,25.81,30.37,548.4,597.4,-0.866,0.5,0.0,1.0,85.09,58.6,0.037,0.8054,0.8776,0.651,0.7263
2025-11-03 20:12:00,Order,3,86.04,58.77,76.76,0.0369,0.0,23.34,26.07,558.1,625.0,-0.866,0.5,0.0,1.0,83.77,56.8,0.0395,0.7968,0.8453,0.6377,0.6962
2025-11-03 20:13:00,Order,3,87.85,56.73,71.08,0.037,0.0,25.65,29.81,580.8,615.6,-0.866,0.5,0.0,1.0,88.1,54.94,0.0371,0.7902,0.8587,0.6314,0.7166
2025-11-03 20:14:00,Order,3,87.94,57.19,76.1,0.0369,0.0,27.83,32.99,535.9,581.3,-0.866,0.5,0.0,1.0,87.48,55.0,0.0386,0.8158,0.8829,0.6478,0.7164
2025-11-03 20:15:00,Order,3,85.86,57.33,69.56,0.0368,0.0,25.28,31.23,552.3,588.5,-0.866,0.5,0.0,1.0,87.1,55.7,0.0343,0.7934,0.8511,0.6343,0.7187
2025-11-03 20:16:00,Order,3,83.16,57.38,73.61,0.0367,0.0,24.99,29.02,542.9,576.3,-0.866,0.5,0.0,1.0,81.28,54.19,0.0359,0.7786,0.8814,0.6573,0.6749
2025-11-03 20:17:00,Order,3,81.45,57.09,77.22,0.0366,0.0,29.27,33.05,547.3,582.3,-0.866,0.5,0.0,1.0,83.4,55.35,0.0402,0.7939,0.8577,0.6388,0.6971
2025-11-03 20:18:00,Order,3,80.98,55.57,77.41,0.0365,0.0,23.27,27.79,565.8,632.2,-0.866,0.5,0.0,1.0,79.09,51.34,0.0401,0.8274,0.9143,0.6192,0.7504
2025-11-03 20:19:00,Order,3,81.18,53.98,71.61,0.0366,0.0,20.91,23.14,539.7,586.4,-0.866,0.5,0.0,1.0,83.23,50.16,0.0356,0.7586,0.8916,0.6581,0.7085
2025-11-03 20:20:00,Order,3,83.42,55.78,68.93,0.0368,0.0,25.11,28.03,577.8,607.6,-0.866,0.5,0.0,1.0,85.53,53.64,0.0391,0.8234,0.86,0.6477,0.7173
2025-11-03 20:21:00,Order,3,89.25,62.16,76.35,0.0371,0.0,25.85,31.42,542.6,603.7,-0.866,0.5,0.0,1.0,90.9,57.34,0.0369,0.7832,0.8876,0.6688,0.7593
2025-11-03 20:22:00,Order,3,95.32,68.96,93.55,0.0374,0.0,24.37,28.71,561.4,624.1,-0.866,0.5,0.0,1.0,95.13,65.16,0.0398,0.7904,0.8787,0.58,0.7469
2025-11-03 20:23:00,Order,3,96.72,70.51,94.87,0.0376,0.0,27.9,34.54,574.6,621.0,-0.866,0.5,0.0,1.0,98.68,65.69,0.0361,0.7971,0.8706,0.6883,0.7469
2025-11-03 20:24:00,Order,3,94.73,67.79,93.51,0.0377,0.0,31.15,37.57,553.6,618.4,-0.866,0.5,0.0,1.0,92.09,64.02,0.0363,0.7551,0.8675,0.6683,0.7324
2025-11-03 20:25:00,Order,3,96.06,64.41,81.65,0.038,0.0,27.47,31.39,546.5,607.9,-0.866,0.5,0.0,1.0,93.2,61.78,0.04,0.7965,0.8692,0.6898,0.7244
2025-11-03 20:26:00,Order,3,105.07,65.15,83.49,0.0386,0.0,30.42,37.11,550.1,581.4,-0.866,0.5,0.0,1.0,104.68,60.54,0.0412,0.7777,0.874,0.6849,0.7353
2025-11-03 20:27:00,Order,3,117.83,73.7,90.15,0.0393,0.0,32.68,37.39,572.0,626.5,-0.866,0.5,0.0,1.0,120.79,68.41,0.0384,0.8366,0.8895,0.6457,0.7214
2025-11-03 20:28:00,Order,3,126.96,85.48,118.86,0.04,0.0,36.08,44.75,549.5,581.9,-0.866,0.5,0.0,1.0,128.64,82.24,0.0394,0.8229,0.867,0.6565,0.7106
2025-11-03 20:29:00,Order,3,131.13,95.27,125.17,0.0408,0.0,32.77,38.55,532.7,580.7,-0.866,0.5,0.0,1.0,134.28,91.99,0.0394,0.764,0.9164,0.676,0.6963
2025-11-03 20:30:00,Order,3,133.31,105.06,130.72,0.0442,0.0,35.52,42.23,593.7,658.6,-0.866,0.5,0.0,1.0,134.72,97.68,0.0426,0.7561,0.8661,0.6732,0.6992
2025-11-03 20:31:00,Order,3,135.32,117.04,154.28,0.0626,0.0,34.38,41.77,511.2,567.2,-0.866,0.5,0.0,1.0,136.28,109.39,0.0593,0.813,0.9076,0.627,0.7206
2025-11-03 20:32:00,Order,3,139.07,142.5,183.8,0.1252,0.0,33.95,39.96,559.5,599.1,-0.866,0.5,0.0,1.0,138.32,139.05,0.1325,0.7775,0.8878,0.6429,0.7214
2025-11-03 20:33:00,Order,3,148.16,204.35,271.13,0.2535,0.0,34.12,38.8,562.0,594.6,-0.866,0.5,0.0,1.0,152.02,195.17,0.2397,0.7781,0.8822,0.6314,0.6827
2025-11-03 20:34:00,Order,3,163.47,282.77,350.63,0.4096,0.0,45.11,49.77,582.5,621.1,-0.866,0.5,0.0,1.0,164.27,275.9,0.4119,0.8106,0.8748,0.6309,0.7041
2025-11-03 20:35:00,Order,3,176.0,318.92,423.86,0.4997,0.0,38.83,44.64,587.0,632.8,-0.866,0.5,0.0,1.0,176.21,308.13,0.545,0.7756,0.8774,0.6751,0.7418
2025-11-03 20:36:00,Order,3,172.93,299.02,396.96,0.4546,0.06,41.46,51.6,576.5,632.6,-0.866,0.5,0.0,1.0,169.78,283.22,0.4632,0.8249,0.8926,0.669,0.7165
2025-11-03 20:37:00,Order,3,154.25,230.85,290.83,0.3043,0.0,37.36,44.05,495.9,534.0,-0.866,0.5,0.0,1.0,151.99,224.46,0.3121,0.7727,0.8735,0.657,0.7655
2025-11-03 20:38:00,Order,3,132.82,146.81,177.34,0.1521,0.0,35.24,39.7,513.0,571.7,-0.866,0.5,0.0,1.0,134.81,136.86,0.1416,0.7967,0.8641,0.6677,0.6929
2025-11-03 20:39:00,Order,3,119.46,97.77,124.38,0.0691,0.0,31.47,38.76,596.9,644.8,-0.866,0.5,0.0,1.0,119.88,90.43,0.0641,0.7653,0.8646,0.6513,0.7295
2025-11-03 20:40:00,Order,3,116.91,85.65,113.29,0.0441,0.0,29.77,36.34,495.0,543.3,-0.866,0.5,0.0,1.0,119.12,82.33,0.0407,0.8188,0.9024,0.6687,0.6928
2025-11-03 20:41:00,Order,3,122.2,87.44,112.54,0.0402,0.0,36.01,44.15,614.3,674.7,-0.866,0.5,0.0,1.0,120.73,83.8,0.0422,0.7877,0.8911,0.6535,0.7395
2025-11-03 20:42:00,Order,3,128.94,91.75,125.78,0.0402,0.0,30.11,36.8,584.2,648.0,-0.866,0.5,0.0,1.0,130.96,86.97,0.0381,0.7733,0.8975,0.6365,0.7568
2025-11-03 20:43:00,Order,3,131.61,94.42,114.95,0.0404,0.0,36.76,43.83,579.7,641.6,-0.866,0.5,0.0,1.0,135.27,92.14,0.0381,0.7988,0.9029,0.6341,0.7235
2025-11-03 20:44:00,Order,3,130.26,96.07,119.22,0.0411,0.0,34.88,38.88,562.2,603.2,-0.866,0.5,0.0,1.0,131.16,90.93,0.0441,0.7977,0.8613,0.6835,0.7378
2025-11-03 20:45:00,Order,3,129.77,101.69,127.43,0.046,0.0,35.64,41.47,522.4,578.4,-0.866,0.5,0.0,1.0,126.87,99.12,0.0503,0.7982,0.8663,0.6886,0.739
2025-11-03 20:46:00,Order,3,133.71,117.84,152.2,0.0706,0.0,30.37,36.99,556.2,612.6,-0.866,0.5,0.0,1.0,133.24,112.23,0.0708,0.7864,0.8754,0.6556,0.7092
2025-11-03 20:47:00,Order,3,141.42,154.57,186.87,0.1434,0.0,36.96,43.18,615.2,647.0,-0.866,0.5,0.0,1.0,140.61,143.89,0.1473,0.7753,0.8904,0.6838,0.7383
2025-11-03 20:48:00,Order,3,150.81,223.44,286.92,0.2734,0.0,37.67,42.42,556.4,591.6,-0.866,0.5,0.0,1.0,149.74,206.88,0.2502,0.7728,0.8818,0.6533,0.7213
2025-11-03 20:49:00,Order,3,158.83,297.54,384.67,0.4155,0.0,39.63,47.52,587.4,644.5,-0.866,0.5,0.0,1.0,156.77,273.95,0.4057,0.8108,0.8916,0.6278,0.7371
2025-11-03 20:50:00,Order,3,161.93,332.79,436.48,0.5039,0.0,40.19,49.32,556.0,601.2,-0.866,0.5,0.0,1.0,160.51,315.27,0.5381,0.8128,0.8749,0.6811,0.7191
2025-11-03 20:51:00,Order,3,159.94,327.68,407.15,0.5132,0.0,36.56,45.05,586.3,639.0,-0.866,0.5,0.0,1.0,159.58,310.67,0.5321,0.8152,0.8784,0.6103,0.7304
2025-11-03 20:52:00,Order,3,155.85,297.52,412.27,0.4724,0.0,41.37,47.81,569.1,604.3,-0.866,0.5,0.0,1.0,156.53,282.5,0.4337,0.8184,0.8872,0.6642,0.6945
2025-11-03 20:53:00,Order,3,153.19,269.91,371.48,0.4356,0.0,37.62,44.34,618.7,673.9,-0.866,0.5,0.0,1.0,150.68,259.09,0.4262,0.8177,0.8852,0.625,0.7381
2025-11-03 20:54:00,Order,3,154.15,277.54,382.93,0.4356,0.0,37.91,46.12,594.9,655.2,-0.866,0.5,0.0,1.0,152.62,261.05,0.4303,0.7751,0.8579,0.625,0.7133
2025-11-03 20:55:00,Order,3,156.86,305.82,386.27,0.4576,0.0,39.55,44.46,573.4,619.1,-0.866,0.5,0.0,1.0,159.91,295.33,0.4317,0.7891,0.8839,0.6747,0.746
2025-11-03 20:56:00,Order,3,157.06,309.78,416.87,0.4666,0.0,35.37,42.42,534.0,576.1,-0.866,0.5,0.0,1.0,158.72,294.58,0.4663,0.7959,0.8791,0.655,0.6831
2025-11-03 20:57:00,Order,3,154.52,288.45,354.45,0.4608,0.0,41.31,47.52,548.8,607.8,-0.866,0.5,0.0,1.0,151.07,269.98,0.4439,0.7859,0.8849,0.6439,0.7371
2025-11-03 20:58:00,Order,3,153.91,285.45,371.0,0.4723,0.0,38.4,45.74,567.0,634.8,-0.866,0.5,0.0,1.0,152.41,271.54,0.4777,0.7729,0.8551,0.6431,0.7307
2025-11-03 20:59:00,Order,3,158.63,311.3,380.8,0.5143,0.0,37.77,41.56,550.6,599.1,-0.866,0.5,0.0,1.0,158.23,300.22,0.5375,0.7588,0.8955,0.6533,0.7577
2025-11-03 21:00:00,Order,3,165.98,331.04,461.55,0.5541,0.0,41.19,46.01,593.9,634.2,-0.7071,0.7071,0.0,1.0,162.72,312.03,0.5358,0.7953,0.8559,0.6569,0.7515
2025-11-03 21:01:00,Order,3,169.23,329.52,455.24,0.5395,0.84,43.5,51.65,625.0,674.3,-0.7071,0.7071,0.0,1.0,169.25,318.66,0.5618,0.7966,0.8866,0.6893,0.7207
2025-11-03 21:02:00,Order,3,164.11,297.77,407.52,0.4428,0.0,37.94,45.89,598.6,660.9,-0.7071,0.7071,0.0,1.0,162.83,276.03,0.4712,0.8048,0.8895,0.6328,0.6953
2025-11-03 21:03:00,Order,3,152.14,227.94,296.62,0.2917,0.0,38.81,42.76,612.2,670.3,-0.7071,0.7071,0.0,1.0,155.27,219.24,0.2791,0.7612,0.8618,0.6183,0.7481
2025-11-03 21:04:00,Order,3,140.23,157.41,195.55,0.159,0.0,39.15,48.63,580.2,643.6,-0.7071,0.7071,0.0,1.0,138.92,145.1,0.1547,0.7983,0.8668,0.6561,0.7249
2025-11-03 21:05:00,Order,3,136.54,131.68,161.89,0.1081,0.22,37.13,44.41,571.5,616.6,-0.7071,0.7071,0.0,1.0,132.79,121.84,0.1109,0.7953,0.8653,0.6642,0.7108
2025-11-03 21:06:00,Order,3,142.22,159.11,207.57,0.1575,0.0,35.78,41.35,581.2,625.5,-0.7071,0.7071,0.0,1.0,140.8,155.88,0.1522,0.8166,0.8729,0.6698,0.6772
2025-11-03 21:07:00,Order,3,151.51,226.41,301.12,0.2853,0.0,36.19,42.71,600.3,663.3,-0.7071,0.7071,0.0,1.0,148.46,218.88,0.2639,0.8163,0.8528,0.6522,0.7076
2025-11-03 21:08:00,Order,3,160.36,296.5,395.05,0.4356,0.0,38.89,42.94,528.4,562.0,-0.7071,0.7071,0.0,1.0,164.17,289.25,0.3931,0.8072,0.8911,0.651,0.7126
2025-11-03 21:09:00,Order,3,167.02,330.61,433.45,0.5486,1.18,44.64,50.38,568.7,632.6,-0.7071,0.7071,0.0,1.0,170.79,322.71,0.5043,0.8147,0.8787,0.6513,0.7373
2025-11-03 21:10:00,Order,3,168.94,336.96,447.05,0.6003,0.03,39.79,44.05,607.8,655.0,-0.7071,0.7071,0.0,1.0,170.2,318.45,0.5474,0.8004,0.8976,0.6627,0.7094
2025-11-03 21:11:00,Order,3,165.79,337.22,429.72,0.6024,0.54,41.56,46.11,549.6,588.7,-0.7071,0.7071,0.0,1.0,162.88,329.48,0.5502,0.8185,0.8587,0.6342,0.7458
2025-11-03 21:12:00,Order,3,160.56,337.82,406.47,0.5727,0.0,40.68,49.08,574.3,629.4,-0.7071,0.7071,0.0,1.0,161.33,321.25,0.5884,0.7909,0.8833,0.6169,0.7214
2025-11-03 21:13:00,Order,3,156.71,329.25,399.13,0.5135,0.0,40.62,45.93,569.0,622.8,-0.7071,0.7071,0.0,1.0,153.79,303.11,0.4895,0.8196,0.8419,0.646,0.7083
2025-11-03 21:14:00,Order,3,155.07,294.52,405.63,0.4176,0.0,38.01,43.33,579.0,648.1,-0.7071,0.7071,0.0,1.0,158.71,277.63,0.4115,0.7756,0.8665,0.6176,0.7104
2025-11-03 21:15:00,Order,3,152.58,235.5,290.57,0.2923,0.0,40.89,48.32,552.9,615.7,-0.7071,0.7071,0.0,1.0,155.59,230.13,0.2827,0.7909,0.8879,0.653,0.7153
2025-11-03 21:16:00,Order,3,146.56,174.43,230.1,0.1712,0.0,33.95,40.52,609.3,658.4,-0.7071,0.7071,0.0,1.0,146.85,166.88,0.1684,0.7503,0.8981,0.664,0.7256
2025-11-03 21:17:00,Order,3,139.32,132.4,168.26,0.0899,0.0,33.87,39.23,566.2,602.2,-0.7071,0.7071,0.0,1.0,136.87,122.63,0.0835,0.8045,0.8763,0.6675,0.7049
